user_id,user_name,persona,age,fitness_goal,experience_level,injury_constraint,exercise_id,exercise_name,bodyPart,equipment,target_muscle,rating,bodyPart_icon,equipment_icon,persona_icon,injury_icon
U0014,Carlos Hernandez,high_stress_low_support,31.0,fat_loss,advanced,knee_pain,386,dumbbell rotation reverse fly,shoulders,dumbbell,delts,3.0,🤸,🏋️,🔴,🦵⚠️
U0216,Donna Mitchell,moderate_stress,54.0,muscle_gain,  intermediate  ,knee_pain,1329,dumbbell palm rotational bent over row,back,dumbbell,upper back,4.0,🏋️,🏋️,🟡,🦵⚠️
U0303,Mary Clark,moderate_stress,37.0,general_fitness,intermediate,none,1403,neck side stretch,neck,body weight,levator scapulae,5.0,🧍,🧍,🟡,✅
U0267,Joshua Harris,low_stress,39.0,muscle_gain,beginner,shoulder_injury,872,reverse crunch,waist,body weight,abs,4.0,🧘,🧍,🟢,🤕
U0045,Emma Rodriguez,high_stress_low_support,27.0,general_fitness,beginner,none,138,bottoms-up,waist,body weight,abs,5.0,🧘,🧍,🔴,✅
U0157,Fatima Hall,low_stress,53.0,muscle_gain,beginner,none,409,dumbbell single leg calf raise,lower legs,dumbbell,calves,4.0,🦿,🏋️,🟢,✅
U0341,James Moore,low_stress,35.0,endurance,beginner,none,531,kettlebell extended range one arm press on floor,chest,kettlebell,pectorals,4.0,💪,🔔,🟢,✅
U0421,Joseph Moore,moderate_stress,34.0,mobility,intermediate,none,3642,weighted stretch lunge,upper legs,  weighted  ,glutes,4.0,🦵,🏋️,🟡,✅
U0284,Mary Wilson,low_stress,58.0,mobility,intermediate,none,1274,deep push up,chest,dumbbell,pectorals,3.0,💪,🏋️,🟢,✅
U0085,James Mitchell,low_stress,44.0,fat_loss,advanced,none,631,muscle up,back,body weight,lats,3.0,🏋️,🧍,🟢,✅
U0306,Michelle Wright,moderate_stress,19.0,general_fitness,advanced,knee_pain,739,sled 45в° leg press,upper legs,sled machine,glutes,3.0,🦵,⚙️,🟡,🦵⚠️
U0097,Ingrid Johnson,low_stress,45.0,mobility,beginner,none,276,dead bug,waist,body weight,abs,5.0,🧘,🧍,🟢,✅
U0311,Nancy Adams,moderate_stress,28.0,endurance,  beginner  ,none,159,cable decline seated wide-grip row,back,cable,upper back,3.0,🏋️,🔗,🟡,✅
U0194,Betty Lopez,high_stress_low_support,34.0,general_fitness,advanced,knee_pain,3194,frankenstein squat,upper legs,barbell,glutes,1.0,🦵,🏋️‍♂️,🔴,🦵⚠️
U0141,Ingrid Flores,moderate_stress,48.0,mobility,beginner,knee_pain,587,lever military press ,shoulders,leverage machine,delts,3.0,🤸,⚙️,🟡,🦵⚠️
U0352,Emily Wilson,low_stress,28.0,fat_loss,intermediate,shoulder_injury,753,smith decline bench press,Chest,smith machine,pectorals,4.0,💪,⚙️,🟢,🤕
U0062,Margaret Lewis,moderate_stress,28.0,general_fitness,intermediate,none,316,dumbbell incline breeding,chest,dumbbell,pectorals,5.0,💪,🏋️,🟡,✅
U0417,Priya Robinson,low_stress,29.0,general_fitness,intermediate,knee_pain,1396,smith toe raise,lower legs,smith machine,calves,2.0,🦿,⚙️,🟢,🦵⚠️
U0493,Karen Young,moderate_stress,30.0,muscle_gain,intermediate,none,523,kettlebell arnold press,shoulders,kettlebell,delts,5.0,🤸,🔔,🟡,✅
U0057,Jennifer Walker,moderate_stress,55.0,endurance,advanced,shoulder_injury,1582,reclining big toe pose with rope,upper legs,rope,hamstrings,5.0,🦵,🪢,🟡,🤕
U0338,Andrew Gonzalez,moderate_stress,30.0,fat_loss,intermediate,none,240,cable supine reverse fly,shoulders,cable,delts,3.0,🤸,🔗,🟡,✅
U0267,Joshua Harris,low_stress,39.0,muscle_gain,beginner,shoulder_injury,474,hanging straight leg hip raise,waist,body weight,abs,4.0,🧘,🧍,🟢,🤕
U0359,Brian Mitchell,moderate_stress,40.0,muscle_gain,intermediate,none,3545,dumbbell incline alternate press,chest,dumbbell,pectorals,5.0,💪,🏋️,🟡,✅
U0400,Richard Perez,low_stress,32.0,fat_loss,beginner,none,1010,band straight leg deadlift,back,band,spine,3.0,🏋️,➰,🟢,✅
U0328,Ava Taylor,moderate_stress,59.0,muscle_gain,intermediate,none,3637,wheel run,cardio,body weight,cardiovascular system,3.0,🏃,🧍,🟡,✅
U0341,James Moore,low_stress,35.0,endurance,beginner,none,1458,ez barbell seated curls,upper arms,ez barbell,biceps,4.0,💪,🏋️‍♂️,🟢,✅
U0178,Carlos Jones,high_stress_low_support,35.0,muscle_gain,beginner,none,173,cable incline triceps extension,upper arms,,triceps,3.0,💪,🔗,🔴,✅
U0041,Kenneth Brown,low_stress,37.0,general_fitness,beginner,back_pain,16,assisted prone hamstring,upper legs,assisted,hamstrings,5.0,🦵,🤝,🟢,🔻⚠️
U0243,Kenneth Harris,low_stress,37.0,mobility,beginner,none,606,lever t bar row ,back,,upper back,3.0,🏋️,⚙️,🟢,✅
U0227,John Garcia,low_stress,57.0,muscle_gain,beginner,none,803,superman push-up,chest,body weight,pectorals,4.0,💪,🧍,🟢,✅
U0035,Joseph Torres,moderate_stress,52.0,muscle_gain,beginner,none,18,assisted standing triceps extension (with towel),upper arms,assisted,triceps,5.0,💪,🤝,🟡,✅
U0322,Sarah Anderson,moderate_stress,50.0,fat_loss,beginner,none,1630,cable close grip curl,upper arms,cable,biceps,2.0,💪,🔗,🟡,✅
U0489,Linda Perez,moderate_stress,26.0,muscle_gain,advanced,shoulder_injury,749,smith bent knee good morning,upper legs,smith machine,glutes,4.0,🦵,⚙️,🟡,🤕
U0419,Daniel Martinez,low_stress,36.0,mobility,advanced,none,1399,bench dip on floor,upper arms,body weight,triceps,4.0,💪,🧍,🟢,✅
U0255,Kenneth Moore,low_stress,44.0,general_fitness,beginner,none,344,dumbbell lying one arm pronated triceps extension,upper arms,dumbbell,triceps,5.0,💪,🏋️,🟢,✅
U0439,Liam Hall,moderate_stress,58.0,fat_loss,advanced,none,418,dumbbell standing concentration curl,upper arms,dumbbell,biceps,3.0,💪,🏋️,🟡,✅
U0426,Aisha Adams,high_stress_low_support,23.0,mobility,beginner,none,83,barbell rollerout from bench,waist,barbell,abs,4.0,🧘,🏋️‍♂️,🔴,✅
U0026,Betty Smith,low_stress,19.0,muscle_gain,beginner,none,1022,band standing rear delt row,shoulders,band,delts,5.0,🤸,➰,🟢,✅
U0372,Jennifer Flores,low_stress,26.0,fat_loss,advanced,none,1425,sled 45 degrees one leg press,upper legs,sled machine,glutes,5.0,🦵,⚙️,🟢,✅
U0158,David Anderson,moderate_stress,54.0,mobility,beginner,back_pain,1616,lever reverse grip preacher curl,upper arms,leverage machine,biceps,3.0,💪,⚙️,🟡,🔻⚠️
U0380,Ethan Flores,moderate_stress,22.0,  endurance  ,beginner,none,1462,barbell full squat (side pov),upper legs,barbell,glutes,3.0,🦵,🏋️‍♂️,🟡,✅
U0079,Joseph Thomas,moderate_stress,22.0,ENDURANCE,INTERMEDIATE,shoulder_injury,87,barbell seated bradford rocky press,shoulders,barbell,delts,1.0,🤸,🏋️‍♂️,🟡,🤕
U0367,James Lee,high_stress_low_support,22.0,fat_loss,beginner,shoulder_injury,380,dumbbell rear lateral raise,shoulders,dumbbell,delts,2.0,🤸,🏋️,🔴,🤕
U0308,Donald Sanchez,moderate_stress,38.0,fat_loss,intermediate,none,2285,lever pullover ,back,leverage machine,lats,4.0,🏋️,⚙️,🟡,✅
U0343,Mia Scott,high_stress_low_support,52.0,muscle_gain,beginner,none,2612,jump rope,cardio,rope,cardiovascular system,4.0,🏃,🪢,🔴,✅
U0112,Amanda Jackson,low_stress,24.0,fat_loss,beginner,knee_pain,3548,dumbbell single arm overhead carry,shoulders,dumbbell,delts,4.0,🤸,🏋️,🟢,🦵⚠️
U0070,Sofia Harris,low_stress,59.0,muscle_gain,beginner,none,1302,medicine ball chest pass,chest,medicine ball,pectorals,5.0,💪,🏐,🟢,✅
U0272,Michael Brown,low_stress,33.0,muscle_gain,beginner,knee_pain,1270,cable upper chest crossovers,chest,cable,pectorals,5.0,💪,🔗,🟢,🦵⚠️
U0276,Ronald Hall,low_stress,23.0,general_fitness,beginner,none,2403,dumbbell alternate biceps curl (with arm blaster),upper arms,dumbbell,biceps,5.0,💪,🏋️,🟢,✅
U0085,James Mitchell,low_stress,44.0,fat_loss,Advanced,none,2798,barbell squat jump step rear lunge,upper legs,barbell,quads,4.0,🦵,🏋️‍♂️,🟢,✅
U0488,Jennifer Moore,low_stress,26.0,muscle_gain,beginner,knee_pain,1383,hack calf raise,lower legs,sled machine,calves,1.0,🦿,⚙️,🟢,🦵⚠️
U0154,Karen Campbell,moderate_stress,43.0,mobility,beginner,none,1767,weighted triceps dip on high parallel bars,upper arms,weighted,triceps,2.0,💪,🏋️,🟡,✅
U0230,Jennifer Hill,low_stress,22.0,fat_loss,beginner,none,466,gironda sternum chin,back,body weight,lats,4.0,🏋️,🧍,🟢,✅
U0253,Kevin Davis,moderate_stress,44.0,muscle_gain,beginner,back_pain,2209,roller seated single leg shoulder flexor depresor retractor,chest,,pectorals,5.0,💪,🌀,🟡,🔻⚠️
U0476,Mark Mitchell,low_stress,20.0,fat_loss,intermediate,none,1662,dumbbell lying wide curl,upper arms,dumbbell,biceps,4.0,💪,🏋️,🟢,✅
U0406,Barbara Rivera,high_stress_low_support,28.0,muscle_gain,beginner,none,46,barbell hack squat,upper legs,barbell,glutes,5.0,🦵,🏋️‍♂️,🔴,✅
U0313,James King,low_stress,46.0,general_fitness,intermediate,,46,barbell hack squat,upper legs,barbell,glutes,2.0,🦵,🏋️‍♂️,🟢,🦵⚠️
U0346,Mark Robinson,high_stress_low_support,,mobility,intermediate,none,1405,back pec stretch,Back,body weight,lats,3.0,🏋️,🧍,🔴,✅
U0187,Mia Nelson,low_stress,35.0,Muscle_Gain,beginner,none,314,dumbbell incline bench press,chest,dumbbell,pectorals,5.0,💪,🏋️,🟢,✅
U0135,Mark Wilson,moderate_stress,35.0,general_fitness,advanced,shoulder_injury,1436,barbell high bar squat,upper legs,barbell,,5.0,🦵,🏋️‍♂️,🟡,🤕
U0412,Michelle Allen,moderate_stress,55.0,endurance,advanced,none,65,barbell one arm floor press,upper arms,barbell,triceps,3.0,💪,🏋️‍♂️,🟡,✅
U0308,Donald Sanchez,moderate_stress,38.0,fat_loss,intermediate,none,351,dumbbell lying triceps extension,upper arms,dumbbell,triceps,4.0,💪,🏋️,🟡,✅
U0455,Noah Jones,low_stress,58.0,endurance,beginner,shoulder_injury,1718,barbell seated close grip behind neck triceps extension,UPPER ARMS,,triceps,1.0,💪,🏋️‍♂️,🟢,🤕
U0004,Sarah Martinez,moderate_stress,31.0,mobility,beginner,none,3418,l-pull-up,back,body weight,lats,4.0,🏋️,🧍,🟡,✅
U0328,Ava Taylor,moderate_stress,,muscle_gain,intermediate,none,3124,resistance band seated chest press,chest,resistance band,pectorals,4.0,💪,➰,🟡,✅
U0132,Lisa Torres,high_stress_low_support,55.0,general_fitness,intermediate,back_pain,1356,lever one arm lateral high row,back,leverage machine,upper back,1.0,🏋️,⚙️,🔴,🔻⚠️
U0472,Mia Wright,moderate_stress,56.0,general_fitness,beginner,shoulder_injury,1707,prone twist on stability ball,waist,stability ball,abs,5.0,🧘,🏐,🟡,🤕
U0016,William Young,low_stress,57.0,mobility,beginner,none,684,run (equipment),  cardio  ,body weight,cardiovascular system,3.0,🏃,🧍,🟢,✅
U0242,Emma Nguyen,high_stress_low_support,49.0,general_fitness,beginner,none,653,push-up (bosu ball),chest,bosu ball,pectorals,5.0,💪,🏐,🔴,✅
U0452,Lucas Campbell,high_stress_low_support,43.0,muscle_gain,intermediate,none,577,lever chest press,chest,leverage machine,pectorals,4.0,💪,⚙️,🔴,✅
U0441,Barbara White,high_stress_low_support,24.0,general_fitness,beginner,none,38,barbell drag curl,upper arms,barbell,biceps,4.0,💪,🏋️‍♂️,🔴,✅
U0350,Susan Davis,low_stress,24.0,endurance,beginner,knee_pain,285,dumbbell alternate biceps curl,upper arms,dumbbell,biceps,4.0,💪,🏋️,🟢,🦵⚠️
U0210,Diego Perez,moderate_stress,26.0,mobility,beginner,none,457,flexion leg sit up (straight arm),waist,  body weight  ,abs,5.0,🧘,🧍,🟡,✅
U0316,Robert Sanchez,low_stress,22.0,fat_loss,intermediate,none,112,barbell standing twist,waist,barbell,abs,5.0,🧘,🏋️‍♂️,🟢,✅
U0175,Stephanie Carter,low_stress,200.0,muscle_gain,  intermediate  ,back_pain,162,cable front raise,shoulders,CABLE,delts,5.0,🤸,🔗,🟢,🔻⚠️
U0260,Lisa Scott,moderate_stress,42.0,mobility,ADVANCED,shoulder_injury,1349,lever reverse t-bar row,back,leverage machine,upper back,3.0,🏋️,⚙️,🟡,🤕
U0196,Mohammed Thompson,low_stress,46.0,general_fitness,beginner,none,630,mountain climber,cardio,body weight,cardiovascular system,5.0,🏃,🧍,🟢,✅
U0151,Richard Campbell,high_stress_low_support,25.0,fat_loss,beginner,none,529,kettlebell double snatch,shoulders,kettlebell,delts,4.0,🤸,🔔,🔴,✅
U0177,Patricia Hernandez,low_stress,24.0,fat_loss,beginner,knee_pain,3563,cable one arm pulldown,back,cable,lats,4.0,🏋️,🔗,🟢,🦵⚠️
U0382,William Wright,high_stress_low_support,29.0,fat_loss,beginner,none,329,dumbbell incline shrug,back,dumbbell,traps,4.0,🏋️,🏋️,🔴,✅
U0350,Susan Davis,low_stress,24.0,endurance,beginner,knee_pain,3142,smith sumo squat,upper legs,smith machine,glutes,1.0,🦵,⚙️,🟢,🦵⚠️
U0444,Ava Clark,low_stress,19.0,endurance,beginner,none,1281,dumbbell incline one arm press,chest,dumbbell,pectorals,4.0,💪,🏋️,🟢,✅
U0062,Margaret Lewis,moderate_stress,28.0,general_fitness,Intermediate,none,3664,dumbbell side plank with rear fly,back,dumbbell,upper back,5.0,🏋️,🏋️,🟡,✅
U0335,Mark Williams,low_stress,35.0,endurance,advanced,none,386,dumbbell rotation reverse fly,shoulders,dumbbell,delts,4.0,🤸,🏋️,🟢,✅
U0130,Donald Hernandez,moderate_stress,23.0,general_fitness,advanced,none,1259,behind head chest stretch,chest,assisted,pectorals,5.0,💪,🤝,🟡,✅
U0266,Charles Rivera,low_stress,57.0,muscle_gain,intermediate,none,866,weighted hanging leg-hip raise,waist,weighted,abs,3.0,🧘,🏋️,🟢,✅
U0002,Carol Williams,low_stress,28.0,general_fitness,beginner,shoulder_injury,547,kettlebell seesaw press,shoulders,kettlebell,delts,2.0,🤸,🔔,🟢,🤕
U0177,Patricia Hernandez,low_stress,24.0,fat_loss,beginner,knee_pain,466,gironda sternum chin,back,body weight,lats,4.0,🏋️,🧍,🟢,🦵⚠️
U0255,Kenneth Moore,low_stress,44.0,general_fitness,beginner,none,1010,band straight leg deadlift,back,band,spine,4.0,🏋️,➰,🟢,✅
U0197,Charles Thomas,moderate_stress,37.0,general_fitness,beginner,none,574,lever bent over row ,back,barbell,upper back,4.0,🏋️,🏋️‍♂️,🟡,✅
U0076,Mark Walker,low_stress,31.0,muscle_gain,beginner,none,2315,lever rotary calf,lower legs,leverage machine,calves,4.0,🦿,⚙️,🟢,✅
U0203,Robert White,moderate_stress,,  mobility  ,intermediate,none,773,smith standing leg calf raise,lower legs,smith machine,calves,3.0,🦿,⚙️,🟡,✅
U0470,Diego Carter,moderate_stress,24.0,muscle_gain,beginner,none,367,dumbbell over bench one arm wrist curl,lower arms,  dumbbell  ,forearms,4.0,🤜,🏋️,🟡,✅
U0069,Donald Perez,low_stress,56.0,fat_loss,beginner,none,76,barbell rear delt row,  shoulders  ,barbell,delts,3.0,🤸,🏋️‍♂️,🟢,✅
U0444,Ava Clark,low_stress,19.0,endurance,beginner,none,3433,swimmer kicks v. 2 (male),upper legs,body weight,glutes,3.0,🦵,🧍,🟢,✅
U0100,Mary Nelson,high_stress_low_support,47.0,endurance,BEGINNER,none,1342,exercise ball lying side lat stretch,back,stability ball,lats,3.0,🏋️,🏐,🔴,✅
U0164,Liam Lopez,low_stress,,endurance,beginner,none,1305,medicine ball chest push single response,chest,medicine ball,pectorals,4.0,💪,🏐,🟢,✅
U0140,Ava Rodriguez,low_stress,29.0,endurance,intermediate,knee_pain,2407,barbell biceps curl (with arm blaster),upper arms,barbell,biceps,4.0,💪,🏋️‍♂️,🟢,🦵⚠️
U0350,Susan Davis,low_stress,24.0,endurance,beginner,knee_pain,552,kettlebell two arm clean,shoulders,kettlebell,delts,3.0,🤸,🔔,🟢,🦵⚠️
U0101,John Rodriguez,high_stress_low_support,30.0,endurance,beginner,shoulder_injury,3643,weighted cossack squats (male),upper legs,weighted,glutes,4.0,🦵,🏋️,🔴,🤕
U0412,Michelle Allen,moderate_stress,55.0,  endurance  ,advanced,none,3161,bodyweight standing one arm row (with towel),back,body weight,upper back,3.0,🏋️,🧍,🟡,✅
U0017,Steven Campbell,moderate_stress,38.0,fat_loss,intermediate,none,258,clock push-up,chest,body weight,pectorals,4.0,💪,🧍,🟡,✅
U0421,Joseph Moore,moderate_stress,34.0,mobility,intermediate,,1254,band bench press,chest,band,pectorals,3.0,💪,➰,🟡,✅
U0436,Mark Jones,low_stress,24.0,muscle_gain,advanced,none,279,decline push-up,chest,body weight,pectorals,5.0,💪,🧍,🟢,✅
U0483,George Harris,moderate_stress,20.0,fat_loss,intermediate,back_pain,1685,squat to overhead reach,upper legs,body weight,quads,5.0,🦵,🧍,🟡,🔻⚠️
U0397,Lisa Anderson,high_stress_low_support,42.0,general_fitness,intermediate,knee_pain,1775,side plank hip adduction,upper legs,body weight,adductors,3.0,🦵,🧍,🔴,🦵⚠️
U0358,Nancy Lee,high_stress_low_support,42.0,muscle_gain,beginner,none,328,dumbbell incline shoulder raise,chest,dumbbell,serratus anterior,4.0,💪,🏋️,🔴,✅
U0270,Noah Martinez,low_stress,26.0,muscle_gain,beginner,back_pain,1689,push and pull bodyweight,chest,,pectorals,5.0,💪,🧍,🟢,🔻⚠️
U0163,Deborah Hill,low_stress,25.0,mobility,intermediate,back_pain,1329,dumbbell palm rotational bent over row,back,dumbbell,upper back,2.0,🏋️,🏋️,🟢,🔻⚠️
U0145,Ingrid Thomas,moderate_stress,23.0,fat_loss,beginner,none,1495,oblique crunch v. 2,waist,body weight,abs,4.0,🧘,🧍,🟡,✅
U0055,Karen Perez,moderate_stress,37.0,muscle_gain,beginner,none,429,dumbbell standing reverse curl,upper arms,dumbbell,biceps,5.0,💪,🏋️,🟡,✅
U0207,Ronald Thomas,low_stress,,endurance,intermediate,none,243,cable twist,waist,cable,abs,3.0,🧘,🔗,🟢,✅
U0460,Susan Roberts,moderate_stress,25.0,endurance,beginner,none,508,janda sit-up,waist,body weight,abs,4.0,🧘,🧍,🟡,✅
U0413,Carlos Nelson,low_stress,,fat_loss,intermediate,shoulder_injury,3237,landmine lateral raise,shoulders,barbell,delts,1.0,🤸,🏋️‍♂️,🟢,🤕
U0074,Ethan Brown,low_stress,52.0,endurance,advanced,back_pain,1701,medicine ball close grip push up,upper arms,medicine ball,triceps,4.0,💪,🏐,🟢,🔻⚠️
U0486,Elizabeth Taylor,low_stress,,mobility,beginner,shoulder_injury,3211,kneeling push-up (male),chest,body weight,pectorals,5.0,💪,🧍,🟢,🤕
U0222,James Carter,moderate_stress,49.0,endurance,beginner,none,154,cable cross-over revers fly,shoulders,cable,delts,3.0,🤸,🔗,🟡,✅
U0393,Matthew Jones,moderate_stress,54.0,mobility,beginner,none,1365,upper back stretch,back,body weight,upper back,4.0,🏋️,🧍,🟡,✅
U0110,Ronald Gonzalez,high_stress_low_support,23.0,muscle_gain,beginner,none,203,cable rear delt row (with rope),shoulders,  cable  ,delts,3.0,🤸,🔗,🔴,✅
U0247,Stephanie Green,moderate_stress,,mobility,intermediate,knee_pain,1358,side lying floor stretch,back,body weight,lats,3.0,🏋️,🧍,🟡,🦵⚠️
U0329,Charles Hernandez,moderate_stress,43.0,general_fitness,beginner,shoulder_injury,3236,resistance band hip thrusts on knees (female),upper legs,resistance band,glutes,5.0,🦵,➰,🟡,🤕
U0421,Joseph Moore,moderate_stress,34.0,mobility,intermediate,none,1644,cable squatting curl,upper arms,cable,biceps,3.0,💪,🔗,🟡,✅
U0239,Lisa Wilson,low_stress,18.0,fat_loss,beginner,none,169,cable incline bench press,chest,cable,pectorals,4.0,💪,🔗,🟢,✅
U0297,George Taylor,high_stress_low_support,58.0,FAT_LOSS,beginner,none,83,barbell rollerout from bench,waist,barbell,abs,4.0,🧘,🏋️‍♂️,🔴,✅
U0015,Donald Nguyen,low_stress,28.0,endurance,BEGINNER,back_pain,858,wind sprints,waist,body weight,abs,2.0,🧘,🧍,🟢,🔻⚠️
U0185,Mohammed Campbell,high_stress_low_support,33.0,endurance,beginner,none,581,lever high row ,back,leverage machine,upper back,2.0,🏋️,⚙️,🔴,✅
U0291,Aiden Hill,high_stress_low_support,42.0,fat_loss,beginner,knee_pain,520,kettlebell alternating press,shoulders,kettlebell,delts,4.0,🤸,🔔,🔴,🦵⚠️
U0257,Steven Mitchell,high_stress_low_support,32.0,fat_loss,intermediate,none,373,dumbbell pronate-grip triceps extension,upper arms,dumbbell,triceps,3.0,💪,🏋️,🔴,✅
U0397,Lisa Anderson,high_stress_low_support,42.0,general_fitness,intermediate,knee_pain,406,dumbbell shrug,back,dumbbell,traps,5.0,🏋️,🏋️,🔴,🦵⚠️
U0138,James Nelson,moderate_stress,44.0,fat_loss,beginner,shoulder_injury,239,cable straight back seated row,back,cable,upper back,2.0,🏋️,🔗,🟡,🤕
U0089,Lisa Green,low_stress,54.0,general_fitness,beginner,none,3144,resistance band seated straight back row,back,resistance band,upper back,5.0,🏋️,➰,🟢,✅
U0299,Aiden Williams,high_stress_low_support,38.0,endurance,intermediate,none,1417,exercise ball one legged diagonal kick hamstring curl,upper legs,STABILITY BALL,glutes,4.0,🦵,🏐,🔴,✅
U0135,Mark Wilson,moderate_stress,35.0,general_fitness,advanced,shoulder_injury,1317,barbell reverse grip incline bench row,back,barbell,upper back,4.0,🏋️,🏋️‍♂️,🟡,🤕
U0321,Amanda Hall,high_stress_low_support,31.0,muscle_gain,beginner,shoulder_injury,573,lever back extension,back,leverage machine,spine,3.0,🏋️,⚙️,🔴,🤕
U0382,William Wright,high_stress_low_support,29.0,fat_loss,beginner,none,1730,dumbbell seated bent over alternate kickback,upper arms,dumbbell,triceps,4.0,💪,🏋️,🔴,✅
U0099,Paul Perez,low_stress,53.0,muscle_gain,advanced,back_pain,592,lever preacher curl,upper arms,leverage machine,biceps,5.0,💪,⚙️,🟢,🔻⚠️
U0046,Deborah Thomas,high_stress_low_support,42.0,muscle_gain,beginner,none,3639,bent knee lying twist (male),upper legs,body weight,glutes,5.0,🦵,🧍,🔴,✅
U0049,Mark Harris,moderate_stress,38.0,general_fitness,advanced,none,246,cable upright row,shoulders,cable,delts,4.0,🤸,🔗,🟡,✅
U0497,Joshua Young,low_stress,41.0,endurance,advanced,none,61,barbell lying triceps extension,upper arms,barbell,triceps,3.0,💪,🏋️‍♂️,🟢,✅
U0489,Linda Perez,moderate_stress,26.0,muscle_gain,advanced,shoulder_injury,1275,drop push up,chest,body weight,pectorals,5.0,💪,🧍,🟡,🤕
U0221,Barbara Hall,low_stress,21.0,general_fitness,beginner,none,3561,glute bridge march,upper legs,body weight,glutes,5.0,🦵,🧍,🟢,✅
U0188,Joseph White,low_stress,35.0,endurance,advanced,none,341,dumbbell lying one arm deltoid rear,shoulders,dumbbell,delts,3.0,🤸,🏋️,🟢,✅
U0070,Sofia Harris,low_stress,59.0,muscle_gain,beginner,none,473,hanging pike,waist,body weight,abs,4.0,🧘,🧍,🟢,✅
U0151,Richard Campbell,high_stress_low_support,25.0,fat_loss,beginner,none,765,smith seated shoulder press,shoulders,smith machine,delts,2.0,🤸,⚙️,🔴,✅
U0388,Emily Taylor,high_stress_low_support,35.0,fat_loss,beginner,none,206,cable reverse curl,upper arms,CABLE,biceps,2.0,💪,🔗,🔴,✅
U0328,Ava Taylor,moderate_stress,59.0,muscle_gain,intermediate,none,578,lever deadlift ,upper legs,leverage machine,,5.0,🦵,⚙️,🟡,✅
U0294,Joseph Hernandez,low_stress,29.0,muscle_gain,beginner,knee_pain,3312,weighted muscle up (on bar),back,weighted,lats,5.0,🏋️,🏋️,🟢,🦵⚠️
U0222,James Carter,moderate_stress,49.0,endurance,beginner,none,182,cable lying close-grip curl,upper arms,cable,biceps,3.0,💪,🔗,🟡,✅
U0078,Michael Perez,moderate_stress,51.0,muscle_gain,beginner,back_pain,3664,dumbbell side plank with rear fly,back,dumbbell,upper back,2.0,🏋️,🏋️,🟡,🔻⚠️
U0192,David Miller,low_stress,55.0,fat_loss,beginner,shoulder_injury,1295,dumbbell pullover on exercise ball,chest,dumbbell,pectorals,3.0,💪,🏋️,🟢,🤕
U0105,Lucas Wilson,high_stress_low_support,23.0,fat_loss,beginner,none,322,dumbbell incline inner biceps curl,upper arms,dumbbell,biceps,3.0,💪,🏋️,🔴,✅
U0129,Charles Lopez,low_stress,34.0,endurance,intermediate,none,283,diamond push-up,upper arms,body weight,triceps,3.0,💪,🧍,🟢,✅
U0374,Betty Jackson,low_stress,57.0,endurance,intermediate,shoulder_injury,1347,lever one arm lateral wide pulldown ,back,leverage machine,lats,4.0,🏋️,⚙️,🟢,🤕
U0283,Betty Perez,low_stress,18.0,fat_loss,beginner,none,1408,band hip lift,upper legs,band,glutes,5.0,🦵,➰,🟢,✅
U0033,Paul Hernandez,low_stress,57.0,general_fitness,intermediate,none,1403,neck side stretch,neck,body weight,levator scapulae,5.0,🧍,🧍,🟢,✅
U0275,George Thompson,moderate_stress,50.0,general_fitness,BEGINNER,none,597,lever seated hip abduction,UPPER LEGS,leverage machine,abductors,4.0,🦵,⚙️,🟡,✅
U0043,Emma Lopez,moderate_stress,21.0,ENDURANCE,intermediate,none,288,dumbbell around pullover,chest,dumbbell,pectorals,4.0,💪,🏋️,🟡,✅
U0156,Amanda Miller,moderate_stress,27.0,endurance,beginner,none,874,cable standing crunch (with rope attachment),waist,cable,abs,2.0,🧘,🔗,🟡,✅
U0050,Timothy White,low_stress,18.0,muscle_gain,beginner,none,2429,frog crunch,waist,BODY WEIGHT,abs,4.0,🧘,🧍,🟢,✅
U0110,Ronald Gonzalez,high_stress_low_support,23.0,muscle_gain,beginner,none,844,weighted round arm,shoulders,weighted,delts,3.0,🤸,🏋️,🔴,✅
U0429,Michelle Sanchez,low_stress,25.0,fat_loss,intermediate,none,2612,jump rope,cardio,rope,cardiovascular system,5.0,🏃,🪢,🟢,✅
U0499,Michael Wilson,low_stress,29.0,endurance,beginner,back_pain,1747,ez bar french press on exercise ball,upper arms,ez barbell,triceps,3.0,💪,🏋️‍♂️,🟢,🔻⚠️
U0123,Donna Davis,low_stress,56.0,fat_loss,INTERMEDIATE,back_pain,3223,star jump (male),cardio,body weight,cardiovascular system,5.0,🏃,🧍,🟢,🔻⚠️
U0489,Linda Perez,moderate_stress,26.0,muscle_gain,advanced,shoulder_injury,841,weighted pull-up,back,weighted,lats,5.0,🏋️,🏋️,🟡,🤕
U0175,Stephanie Carter,low_stress,48.0,muscle_gain,intermediate,back_pain,222,cable side bend,waist,cable,abs,2.0,🧘,🔗,🟢,🔻⚠️
U0300,Michelle Carter,moderate_stress,39.0,muscle_gain,beginner,none,330,dumbbell incline triceps extension,upper arms,dumbbell,triceps,5.0,💪,🏋️,🟡,✅
U0041,Kenneth Brown,low_stress,37.0,general_fitness,beginner,back_pain,984,band lying hip internal rotation,upper legs,band,glutes,5.0,🦵,➰,🟢,🔻⚠️
U0132,Lisa Torres,high_stress_low_support,55.0,general_fitness,intermediate,back_pain,98,barbell side split squat,upper legs,barbell,quads,4.0,🦵,🏋️‍♂️,🔴,🔻⚠️
